id,date_listed,community,zone,lat,lon,property_category,property_type,bedrooms,area_sqft,area_m2,view,furnishing,chiller_included,parking_spaces,metro_station,metro_line,metro_distance_min,to_burj_khalifa_km,contract_type,n_cheques,annual_rent_usd,rent_per_sqft_usd,rent_per_m2_usd
R004234,2024-05-10,Azizi Riviera,MBR City,25.17487,55.2899,apartment,1BR,1,758,70.5,city,unfurnished,False,1,Abu Baker Al Siddique,Red,153,2.93,yearly,4,28600,37,405
R004235,2024-04-22,Dubai Festival City,Festival City,25.19994,55.34467,apartment,2BR,2,1140,105.9,city,unfurnished,True,2,Abu Baker Al Siddique (G),Green,76,7.08,yearly,4,36000,31,340
R004236,2022-05-12,Mirdif,Mirdif,25.21882,55.42491,villa,3BR_villa,3,2517,233.9,park,fully_furnished,False,3,World Trade Centre,Red,162,15.33,yearly,1,49400,19,211
R004237,2022-01-28,Tilal Al Ghaf,Tilal Al Ghaf,25.02826,55.23899,villa,3BR_villa,3,3443,319.9,city,fully_furnished,True,2,Financial Centre,Red,259,19.12,yearly,6,89300,25,279
R004238,2025-07-23,Dubailand,Dubailand,25.0134,55.30664,villa,5BR_villa,5,5144,477.9,pool,unfurnished,False,3,Danube,Red,222,20.69,yearly,4,81600,15,171
R004239,2022-03-08,Sobha Hartland,MBR City,25.18206,55.29566,villa,5BR_villa,5,5907,548.8,park,semi_furnished,True,3,Burj Khalifa/Dubai Mall,Red,42,2.72,yearly,4,210500,35,384
R004240,2021-12-04,Al Nahda,Al Nahda,25.29126,55.36005,apartment,4BR_penthouse,4,2230,207.2,marina,fully_furnished,True,2,Stadium,Red,6,13.55,yearly,2,36500,16,176
R004241,2021-09-18,Mohammed Bin Rashid City,Mohammed Bin Rashid,25.16348,55.32666,apartment,3BR,3,1967,182.8,marina,fully_furnished,True,2,Etisalat,Green,149,6.46,yearly,1,47300,24,259
R004242,2024-07-19,Palm Jumeirah,Palm Jumeirah,25.1236,55.1649,apartment,2BR,2,1346,125.1,park,fully_furnished,True,1,Al Ras,Green,279,13.73,yearly,1,122000,90,975
R004243,2024-10-18,DAMAC Lagoons,Damac,25.04763,55.25296,villa,5BR_villa,5,5023,466.6,pool,fully_furnished,True,2,Palm Deira,Green,287,16.77,yearly,6,172600,34,370
R004244,2023-10-14,Jebel Ali,Jebel Ali,25.01834,55.09488,apartment,1BR,1,727,67.5,city,semi_furnished,False,2,Danube,Red,32,26.88,yearly,2,14400,19,214
R004245,2021-10-02,The Lakes,Emirates Living,25.04637,55.17885,villa,6BR_villa,6,8023,745.4,park,semi_furnished,True,3,Mashreq Bank,Red,59,19.33,yearly,1,206200,25,277
R004246,2023-11-06,Remraam,Dubailand,25.02001,55.26862,apartment,2BR,2,1025,95.2,community,unfurnished,True,2,Stadium (G),Green,408,19.71,yearly,1,16500,16,174
R004247,2026-01-04,Al Barsha South,Al Barsha,25.07365,55.22702,apartment,studio,0,352,32.7,park,unfurnished,True,2,Noor Bank,Red,61,14.54,yearly,6,8300,23,254
R004248,2021-09-17,Madinat Jumeirah Living,Jumeirah,25.13017,55.18033,apartment,1BR,1,674,62.6,community,unfurnished,True,2,Mall of the Emirates,Red,25,12.05,yearly,1,24400,36,390
R004249,2025-06-20,La Mer,Jumeirah,25.23154,55.28249,apartment,4BR_penthouse,4,3549,329.7,city,fully_furnished,True,2,Burj Khalifa/Dubai Mall,Red,42,3.9,yearly,4,227700,64,690
R004250,2022-01-17,Al Barsha South,Al Barsha,25.06543,55.21083,apartment,studio,0,460,42.7,sea,fully_furnished,True,1,Dubai Internet City,Red,53,15.99,yearly,6,9800,21,230
R004251,2022-11-26,World Islands,World Islands,25.22743,55.16501,apartment,2BR,2,1240,115.2,pool,unfurnished,True,1,Max,Red,162,11.51,yearly,4,87100,70,756
R004252,2025-08-03,Jumeirah 1,Jumeirah,25.22733,55.23878,villa,4BR_villa,4,3905,362.8,city,fully_furnished,False,3,Al Jafiliya,Red,38,4.91,yearly,2,221900,56,612
R004253,2026-01-06,Deira,Deira,25.28759,55.30383,apartment,3BR,3,2186,203.1,park,unfurnished,True,2,Baniyas Square,Red,9,10.48,yearly,12,45500,20,224
R004254,2022-05-30,Al Furjan,Al Furjan,25.02705,55.14391,apartment,1BR,1,797,74.1,marina,fully_furnished,True,1,Al Furjan,Red,2,23.03,yearly,2,19800,24,267
R004255,2022-08-05,The Greens,The Greens,25.10192,55.18287,apartment,1BR,1,782,72.6,sea,semi_furnished,False,2,Dubai Internet City,Red,0,14.04,yearly,4,29500,37,406
R004256,2025-05-08,Dubai Production City,IMPZ,25.02494,55.24397,apartment,1BR,1,866,80.4,burj_khalifa,unfurnished,False,1,Sharaf DG,Red,126,19.4,yearly,2,15700,18,195
R004257,2021-09-05,Discovery Gardens,Discovery Gardens,25.0298,55.1758,apartment,studio,0,323,30.0,park,unfurnished,True,1,Ibn Battuta,Red,36,21.1,yearly,6,2800,8,93
R004258,2022-07-10,Downtown Dubai,Downtown,25.19657,55.26477,apartment,studio,0,398,37.0,city,fully_furnished,True,1,Emirates Towers,Red,33,0.97,yearly,6,14700,37,398
R004259,2025-09-07,Bukadra,Bukadra,25.18203,55.33808,apartment,1BR,1,527,49.0,pool,unfurnished,True,2,BurJuman,Red,107,6.63,yearly,6,14900,28,304
R004260,2022-06-05,Dubai Creek Harbour,Creek,25.18946,55.33189,apartment,3BR,3,1348,125.2,marina,unfurnished,True,1,Al Qiyadah,Red,125,5.85,yearly,4,50300,37,402
R004261,2024-08-21,Bluewaters Island,Dubai Marina,25.07459,55.12684,apartment,2BR,2,1257,116.8,city,unfurnished,True,1,Ibn Battuta,Red,46,20.16,short_term,2,79600,63,681
R004262,2023-02-12,Dubai Hills Estate,Mohammed Bin Rashid,25.10805,55.21421,villa,5BR_villa,5,5587,519.0,city,fully_furnished,True,3,Financial Centre,Red,138,11.62,short_term,12,198400,35,382
R004263,2026-03-16,Emirates Hills,Emirates Hills,25.06068,55.15496,villa,3BR_villa,3,3298,306.4,park,unfurnished,True,2,Al Furjan,Red,40,19.37,yearly,2,322900,97,1054
R004264,2022-09-29,Dubai South,Dubai South,24.91544,55.15032,apartment,2BR,2,1449,134.6,sea,semi_furnished,True,2,Jebel Ali,Red,131,33.73,yearly,2,25800,17,191
R004265,2022-11-02,Arabian Ranches,Arabian Ranches,25.04555,55.2802,villa,3BR_villa,3,3085,286.6,city,unfurnished,True,3,Emirates Towers,Red,223,16.87,yearly,1,131200,42,458
R004266,2023-10-08,Damac Hills,Damac Hills,25.03105,55.23464,villa,4BR_villa,4,3491,324.3,marina,unfurnished,False,2,Danube,Red,170,18.9,yearly,2,106000,30,327
R004267,2025-10-01,Umm Suqeim,Jumeirah,25.15576,55.1743,villa,5BR_villa,5,5467,507.9,city,fully_furnished,True,3,Stadium,Red,278,11.08,short_term,2,308300,56,607
R004268,2026-04-28,Jumeirah Islands,Emirates Living,25.0433,55.16863,villa,4BR_villa,4,2956,274.6,pool,unfurnished,False,2,Dubai Investment Park,Red,87,20.16,yearly,4,107000,36,390
R004269,2024-12-31,Jebel Ali,Jebel Ali,25.02276,55.09558,apartment,2BR,2,1324,123.0,community,fully_furnished,False,2,Energy,Red,43,26.46,yearly,6,18100,13,147
R004270,2022-03-18,The Views,The Greens,25.09367,55.20023,apartment,4BR_penthouse,4,1714,159.3,city,fully_furnished,True,2,Dubai Internet City,Red,4,13.72,yearly,6,49700,29,312
R004271,2021-08-04,Sustainable City,Sustainable City,24.98859,55.26936,villa,4BR_villa,4,3973,369.1,park,semi_furnished,False,3,Al Ras,Green,378,23.2,yearly,4,64200,16,174
R004272,2024-10-01,Arabian Ranches,Arabian Ranches,25.05073,55.25541,villa,3BR_villa,3,2432,225.9,city,fully_furnished,False,2,Dubai Investment Park,Red,146,16.4,yearly,2,110700,45,490
R004273,2024-08-23,Deira,Deira,25.27255,55.31652,apartment,studio,0,429,39.9,park,fully_furnished,True,1,Baniyas Square,Red,11,9.39,yearly,4,10800,25,271
R004274,2023-01-26,World Islands,World Islands,25.23555,55.16737,apartment,2BR,2,1011,93.9,city,fully_furnished,True,1,Al Ras,Green,174,11.58,yearly,2,75200,74,801
R004275,2023-05-25,Jumeirah Beach Residence,Dubai Marina,25.07592,55.11562,apartment,3BR,3,1783,165.6,park,unfurnished,True,1,Jumeirah Golf Estates,Red,85,20.91,yearly,6,84800,47,512
R004276,2025-12-19,The Lakes,Emirates Living,25.06256,55.19749,villa,3BR_villa,3,2856,265.3,pool,fully_furnished,False,4,MRT-1,Red,69,16.85,yearly,1,168100,58,634
R004277,2021-01-18,Bukadra,Bukadra,25.173,55.34406,apartment,1BR,1,851,79.1,sea,semi_furnished,False,1,Centrepoint,Red,127,7.51,yearly,2,15000,17,189
R004278,2025-01-07,Remraam,Dubailand,24.99878,55.25926,apartment,1BR,1,769,71.5,park,unfurnished,True,1,Jumeirah Golf Estates,Red,106,22.12,yearly,2,13400,17,188
R004279,2025-02-22,Jumeirah Islands,Emirates Living,25.059,55.16422,villa,5BR_villa,5,5244,487.1,pool,fully_furnished,True,2,Jumeirah Golf Estates,Red,37,18.95,yearly,6,257600,49,529
R004280,2024-11-30,Living Legends,Dubailand,25.07422,55.2905,apartment,2BR,2,1278,118.8,park,fully_furnished,True,1,First Abu Dhabi Bank,Red,114,13.77,short_term,6,25900,20,218
R004281,2022-12-27,Deira,Deira,25.27064,55.31133,apartment,2BR,2,1212,112.6,community,fully_furnished,True,1,Union,Red,3,8.97,yearly,2,20200,16,179
R004282,2023-09-24,Dubai Sports City,Dubai Sports City,25.03046,55.19221,apartment,1BR,1,758,70.4,marina,semi_furnished,True,1,Mashreq Bank,Red,96,20.3,yearly,4,17500,23,249
R004283,2024-07-14,Jumeirah Golf Estates,JGE,25.01292,55.192,villa,5BR_villa,5,4753,441.5,community,fully_furnished,False,2,Energy,Red,129,22.11,yearly,12,242500,51,549
R004284,2022-05-07,Town Square,Nshama,24.99504,55.26872,apartment,3BR,3,1561,145.0,city,unfurnished,True,1,Sharaf DG,Red,167,22.49,yearly,4,24200,15,167
R004285,2025-03-26,Damac Hills 2,Damac Hills,24.97951,55.28464,villa,3BR_villa,3,3151,292.8,park,fully_furnished,True,2,Palm Deira,Green,402,24.23,yearly,4,57100,18,195
R004286,2023-10-26,Jumeirah Bay Island,Jumeirah,25.21628,55.25775,apartment,2BR,2,1360,126.3,community,unfurnished,False,1,Financial Centre,Red,37,2.7,yearly,1,118600,87,939
R004287,2024-07-08,Green Community,DIP,25.00001,55.17733,villa,3BR_villa,3,3028,281.4,community,unfurnished,True,2,Dubai Airport Free Zone,Green,432,24.01,short_term,2,89900,29,320
R004288,2023-01-07,Mirdif,Mirdif,25.22035,55.42873,villa,5BR_villa,5,4594,426.8,community,semi_furnished,True,2,Dubai Internet City,Red,339,15.74,yearly,1,98100,21,230
R004289,2025-06-13,Sobha Hartland,MBR City,25.18239,55.27963,apartment,1BR,1,799,74.2,city,semi_furnished,False,1,Dubai Airport Free Zone,Green,153,1.73,short_term,6,46900,58,632
R004290,2025-08-21,Jumeirah Village Circle,JVC,25.05369,55.21916,apartment,3BR,3,1448,134.6,pool,unfurnished,True,1,Mall of the Emirates,Red,87,16.9,yearly,4,22200,15,165
R004291,2026-01-17,Karama,Bur Dubai,25.25094,55.31241,apartment,3BR,3,1823,169.4,community,semi_furnished,True,1,BurJuman (G),Green,13,7.09,yearly,2,39400,21,232
R004292,2022-09-23,Reem Mira,Reem,25.04162,55.26784,villa,6BR_villa,6,8705,808.7,community,fully_furnished,False,4,Mall of the Emirates,Red,136,17.31,yearly,1,208600,24,258
R004293,2022-03-02,Palm Jumeirah,Palm Jumeirah,25.12251,55.12746,apartment,1BR,1,822,76.4,burj_khalifa,fully_furnished,True,1,Ibn Battuta,Red,97,16.96,short_term,1,63000,76,824
R004294,2023-05-06,World Islands,World Islands,25.21695,55.15995,apartment,studio,0,496,46.0,marina,fully_furnished,False,1,Noor Bank,Red,155,11.72,yearly,4,38000,76,826
R004295,2025-08-05,Business Bay,Business Bay,25.19316,55.24991,apartment,2BR,2,982,91.2,city,unfurnished,True,1,Business Bay,Red,3,2.51,yearly,2,32300,32,354
R004296,2025-11-19,Dubai Harbour,Dubai Marina,25.09376,55.12215,apartment,3BR,3,2198,204.2,community,semi_furnished,True,2,Mall of the Emirates,Red,76,19.16,yearly,12,147500,67,722
R004297,2022-10-24,The Valley,Dubai-Al Ain Road,24.96554,55.47347,villa,3BR_villa,3,1401,130.2,community,fully_furnished,True,3,Mall of the Emirates,Red,406,32.64,yearly,4,24100,17,185
R004298,2023-08-24,Bluewaters Island,Dubai Marina,25.09081,55.12171,apartment,1BR,1,770,71.5,city,fully_furnished,False,2,Ibn Battuta,Red,49,19.4,yearly,2,44700,58,625
R004299,2022-03-21,The Lakes,Emirates Living,25.06263,55.17167,villa,3BR_villa,3,2570,238.8,community,semi_furnished,False,2,UAE Pavilion,Red,79,18.19,short_term,1,78600,30,329
R004300,2026-02-26,Downtown Dubai,Downtown,25.19812,55.29199,apartment,3BR,3,1801,167.4,park,semi_furnished,False,1,Baniyas Square (G),Green,106,1.77,yearly,4,90500,50,541
R004301,2023-07-13,World Islands,World Islands,25.22708,55.15188,apartment,3BR,3,1936,179.9,marina,semi_furnished,True,2,Noor Bank,Red,153,12.77,yearly,6,189700,98,1055
R004302,2024-05-03,Mudon,Dubailand,25.05541,55.25599,villa,4BR_villa,4,5125,476.1,pool,fully_furnished,False,3,BurJuman,Red,282,15.88,yearly,6,152100,29,319
R004303,2024-09-24,Falcon City of Wonders,Dubailand,25.0376,55.3132,apartment,studio,0,510,47.4,marina,fully_furnished,False,1,Stadium (G),Green,352,18.17,yearly,1,16300,31,344
R004304,2021-07-05,Jumeirah Bay Island,Jumeirah,25.2042,55.25762,apartment,1BR,1,750,69.6,marina,fully_furnished,False,1,Emirates Towers,Red,46,1.86,yearly,2,51400,68,739
R004305,2023-12-02,Dubai Hills Estate,Mohammed Bin Rashid,25.10801,55.2589,villa,4BR_villa,4,3068,285.0,pool,fully_furnished,True,2,Dubai Internet City,Red,88,10.04,yearly,6,119500,38,419
R004306,2022-09-28,Jebel Ali,Jebel Ali,25.01404,55.10715,apartment,studio,0,351,32.6,burj_khalifa,unfurnished,False,1,Danube,Red,34,26.43,yearly,2,5400,15,166
R004307,2022-01-28,Bukadra,Bukadra,25.18695,55.33653,apartment,3BR,3,1827,169.7,marina,semi_furnished,True,1,Business Bay,Red,93,6.35,yearly,6,36900,20,217
R004308,2026-04-22,DAMAC Lagoons,Damac,25.04192,55.25881,villa,3BR_villa,3,2583,239.9,city,unfurnished,False,4,Ibn Battuta,Red,176,17.34,yearly,2,91300,35,381
R004309,2023-01-17,Town Square,Nshama,24.99122,55.2652,apartment,3BR,3,1407,130.7,community,fully_furnished,False,1,Max,Red,308,22.92,yearly,6,16600,11,127
R004310,2025-07-29,Al Furjan,Al Furjan,25.03018,55.1405,apartment,2BR,2,1554,144.4,city,fully_furnished,False,1,Al Furjan,Red,3,22.95,yearly,6,43000,27,298
R004311,2026-02-10,Al Nahda,Al Nahda,25.29405,55.38838,apartment,studio,0,485,45.0,burj_khalifa,fully_furnished,True,1,Stadium,Red,7,15.73,yearly,12,13200,27,292
R004312,2023-01-15,Al Reem,Arabian Ranches,25.05395,55.26641,villa,4BR_villa,4,3870,359.5,marina,unfurnished,True,4,Union,Red,301,15.95,yearly,4,140400,36,391
R004313,2022-12-23,City Walk,Al Wasl,25.21811,55.26317,apartment,4BR_penthouse,4,3805,353.5,community,semi_furnished,False,1,Financial Centre,Red,25,2.59,yearly,12,145100,38,410
R004314,2022-07-22,Emirates Hills,Emirates Hills,25.03449,55.14746,villa,3BR_villa,3,2846,264.4,golf_course,fully_furnished,True,3,First Abu Dhabi Bank,Red,142,22.15,yearly,2,262500,92,993
R004315,2023-02-04,Dubai Festival City,Festival City,25.2408,55.34759,apartment,1BR,1,716,66.5,community,fully_furnished,True,2,Creek,Green,6,8.82,yearly,6,24500,34,368
R004316,2022-02-13,Mohammed Bin Rashid City,Mohammed Bin Rashid,25.16859,55.30597,villa,4BR_villa,4,2893,268.8,city,unfurnished,True,2,Burj Khalifa/Dubai Mall,Red,66,4.5,yearly,4,88200,30,328
R004317,2023-03-02,Green Community,DIP,25.00207,55.1803,villa,4BR_villa,4,3427,318.3,pool,unfurnished,True,4,Dubai Investment Park,Red,23,23.68,yearly,4,63100,18,198
R004318,2023-03-12,Sobha Hartland,MBR City,25.20069,55.30625,apartment,1BR,1,678,63.0,community,fully_furnished,False,3,Business Bay,Red,47,3.23,yearly,6,25500,37,405
R004319,2025-12-15,Reem Mira,Reem,25.04772,55.26835,villa,5BR_villa,5,6141,570.5,pool,unfurnished,True,3,Danube,Red,185,16.63,yearly,2,164600,26,289
R004320,2024-07-23,Damac Hills,Damac Hills,25.02326,55.25184,apartment,studio,0,464,43.1,community,fully_furnished,False,1,Energy,Red,222,19.47,yearly,1,11300,24,263
R004321,2022-01-25,The Springs,Emirates Living,25.06087,55.18413,villa,5BR_villa,5,5963,554.0,park,fully_furnished,False,2,First Abu Dhabi Bank,Red,134,17.67,yearly,12,200500,33,362
R004322,2025-10-23,Jumeirah Village Circle,JVC,25.04815,55.21769,apartment,1BR,1,817,75.9,city,fully_furnished,True,1,Discovery Gardens,Red,81,17.53,yearly,6,19400,23,256
R004323,2024-11-29,Jumeirah Golf Estates,JGE,25.01078,55.19489,villa,4BR_villa,4,5254,488.1,pool,fully_furnished,True,2,Dubai Investment Park,Red,37,22.22,yearly,2,223100,42,457
R004324,2025-11-29,Jebel Ali,Jebel Ali,25.0246,55.10731,apartment,3BR,3,1647,153.0,sea,semi_furnished,True,1,MRT-1,Red,52,25.52,yearly,4,31900,19,209
R004325,2022-02-25,Jumeirah 1,Jumeirah,25.2341,55.25383,apartment,1BR,1,828,76.9,community,fully_furnished,False,1,Emirates Towers,Red,38,4.59,yearly,2,39400,47,512
R004326,2022-08-30,Dubai Harbour,Dubai Marina,25.09548,55.15463,apartment,studio,0,365,33.9,sea,semi_furnished,False,2,Salah Al Din,Red,334,16.53,yearly,12,20800,57,614
R004327,2024-08-17,Deira,Deira,25.26808,55.29421,apartment,1BR,1,744,69.1,community,semi_furnished,True,1,Baniyas Square (G),Green,9,8.13,yearly,2,16900,22,245
R004328,2021-04-16,Motor City,Motor City,25.04437,55.24425,apartment,1BR,1,957,88.9,community,unfurnished,True,2,Dubai Investment Park,Red,112,17.26,yearly,1,12400,13,139
R004329,2021-11-25,Al Warqa,Al Warqa,25.20536,55.38343,villa,5BR_villa,5,5836,542.2,community,unfurnished,False,3,Al Qusais,Green,126,11.01,yearly,4,87200,14,161
R004330,2023-07-16,DIFC,DIFC,25.21292,55.29666,apartment,1BR,1,872,81.1,community,fully_furnished,True,1,Financial Centre,Red,2,2.84,yearly,2,77800,89,959
R004331,2023-05-31,Mira,Reem,25.0345,55.2554,villa,6BR_villa,6,7084,658.1,community,semi_furnished,False,3,Al Furjan,Red,151,18.19,yearly,4,161900,22,246
R004332,2021-12-11,La Mer,Jumeirah,25.24104,55.26934,apartment,2BR,2,1326,123.2,community,unfurnished,True,1,World Trade Centre,Red,27,4.9,yearly,6,62900,47,510
R004333,2022-06-29,Arabian Ranches 3,Arabian Ranches,25.04737,55.27871,villa,5BR_villa,5,5842,542.8,city,semi_furnished,True,3,Energy,Red,257,16.67,short_term,4,259900,44,479
R004334,2024-07-31,Town Square,Nshama,25.01226,55.26163,apartment,3BR,3,1627,151.2,community,fully_furnished,False,1,ADCB,Red,336,20.6,yearly,12,26700,16,177
R004335,2025-07-14,Dubai Silicon Oasis,Dubai Silicon Oasis,25.11421,55.39152,apartment,1BR,1,678,63.0,city,unfurnished,False,1,Emirates Towers,Red,184,14.97,yearly,1,10400,15,164
R004336,2024-04-19,Mohammed Bin Rashid City,Mohammed Bin Rashid,25.17184,55.30911,villa,3BR_villa,3,2598,241.4,community,unfurnished,False,4,Oud Metha,Green,100,4.49,yearly,4,79800,30,331
R004337,2021-07-28,Mirdif,Mirdif,25.20728,55.41837,villa,3BR_villa,3,2309,214.5,community,fully_furnished,True,3,Abu Baker Al Siddique (G),Green,134,14.53,yearly,1,34100,14,159
R004338,2025-01-06,Madinat Jumeirah Living,Jumeirah,25.12966,55.20119,apartment,1BR,1,693,64.4,community,fully_furnished,True,1,Mall of the Emirates,Red,25,10.52,yearly,2,43300,62,673
R004339,2021-10-20,Arabian Ranches,Arabian Ranches,25.05577,55.27645,villa,4BR_villa,4,3656,339.7,community,unfurnished,True,2,First Abu Dhabi Bank,Red,122,15.73,yearly,4,90000,24,265
R004340,2024-02-29,Jumeirah 1,Jumeirah,25.24211,55.24762,apartment,3BR,3,1413,131.3,city,fully_furnished,True,1,Al Ghubaiba,Green,59,5.67,yearly,1,80200,56,611
R004341,2023-07-14,Bukadra,Bukadra,25.18311,55.34132,apartment,2BR,2,1232,114.4,burj_khalifa,fully_furnished,True,1,Creek,Green,64,6.91,yearly,2,61300,49,536
R004342,2025-02-25,World Islands,World Islands,25.23283,55.14865,villa,4BR_villa,4,4246,394.5,city,semi_furnished,True,3,Al Jafiliya,Red,157,13.26,yearly,2,375000,88,950
R004343,2022-02-15,Jumeirah Golf Estates,JGE,25.00822,55.20493,villa,3BR_villa,3,3624,336.7,marina,semi_furnished,False,3,Mashreq Bank,Red,116,22.15,yearly,12,113000,31,336
R004344,2023-08-11,Jumeirah 3,Jumeirah,25.21456,55.23787,apartment,3BR,3,1886,175.3,sea,semi_furnished,False,1,Burj Khalifa/Dubai Mall,Red,53,4.15,yearly,1,113100,60,645
R004345,2025-02-11,Downtown Dubai,Downtown,25.18967,55.2778,apartment,studio,0,346,32.2,community,semi_furnished,False,1,Burj Khalifa/Dubai Mall,Red,7,0.9,yearly,4,22500,65,699
R004346,2023-04-19,Bukadra,Bukadra,25.17407,55.33547,apartment,studio,0,397,36.9,city,fully_furnished,False,1,World Trade Centre,Red,86,6.66,short_term,4,9900,25,269
R004347,2025-10-13,Jumeirah Beach Residence,Dubai Marina,25.08042,55.1366,apartment,3BR,3,1915,177.9,city,semi_furnished,True,1,Discovery Gardens,Red,50,19.0,yearly,2,78600,41,442
R004348,2022-08-01,Bulgari Resort,Jumeirah Bay,25.20178,55.24553,apartment,studio,0,457,42.4,park,unfurnished,True,1,Al Ghubaiba,Green,86,2.95,yearly,2,42900,94,1012
R004349,2021-03-03,Jumeirah 3,Jumeirah,25.1954,55.21373,apartment,studio,0,416,38.6,pool,unfurnished,True,1,Abu Baker Al Siddique,Red,156,6.11,yearly,1,10200,24,265
R004350,2023-07-14,Jumeirah 2,Jumeirah,25.22839,55.24203,apartment,4BR_penthouse,4,2895,268.9,community,fully_furnished,True,1,Burj Khalifa/Dubai Mall,Red,48,4.76,yearly,1,132500,45,493
R004351,2026-03-27,Madinat Jumeirah Living,Jumeirah,25.11786,55.17675,apartment,1BR,1,695,64.5,marina,fully_furnished,True,1,Business Bay,Red,117,13.21,short_term,12,44900,64,696
R004352,2024-07-30,Palm Jumeirah,Palm Jumeirah,25.12237,55.15548,apartment,1BR,1,608,56.4,park,fully_furnished,True,3,Sharaf DG,Red,60,14.58,yearly,1,48100,79,852
R004353,2021-08-15,Jumeirah 2,Jumeirah,25.22163,55.25387,apartment,1BR,1,534,49.7,golf_course,semi_furnished,True,2,Palm Deira,Green,84,3.41,yearly,1,15400,28,311
R004354,2023-06-29,The Meadows,Emirates Living,25.07658,55.16945,villa,4BR_villa,4,3560,330.7,burj_khalifa,fully_furnished,True,4,Discovery Gardens,Red,41,17.07,short_term,2,206000,57,623
R004355,2024-10-25,Tilal Al Ghaf,Tilal Al Ghaf,25.00215,55.25766,villa,4BR_villa,4,3504,325.5,burj_khalifa,fully_furnished,False,2,ADCB,Red,326,21.75,short_term,1,151000,43,464
R004356,2025-10-14,Expo City,Dubai South,24.96574,55.15448,apartment,3BR,3,2588,240.4,park,unfurnished,True,1,Dubai Investment Park,Red,53,28.43,short_term,4,41300,16,172
R004357,2024-02-15,Dubai Investment Park,DIP,25.00694,55.19494,apartment,1BR,1,905,84.1,park,unfurnished,False,1,Discovery Gardens,Red,79,22.62,yearly,4,15100,16,179
R004358,2025-05-07,The Views,The Greens,25.09836,55.18261,apartment,1BR,1,853,79.2,park,semi_furnished,False,1,Al Furjan,Red,107,14.36,yearly,1,27900,32,352
R004359,2023-08-20,Al Warqa,Al Warqa,25.19491,55.39002,villa,3BR_villa,3,3652,339.3,park,unfurnished,False,2,Oud Metha,Green,113,11.64,yearly,1,63900,17,188
R004360,2024-04-06,Bukadra,Bukadra,25.18965,55.32666,villa,3BR_villa,3,2254,209.4,community,fully_furnished,True,2,Salah Al Din,Red,133,5.32,yearly,12,77500,34,370
R004361,2021-07-14,Bukadra,Bukadra,25.15596,55.34153,apartment,2BR,2,945,87.8,pool,semi_furnished,True,2,BurJuman (G),Green,108,8.16,yearly,4,17400,18,198
R004362,2022-06-24,Dubailand,Dubailand,25.02759,55.28704,apartment,1BR,1,779,72.3,sea,unfurnished,False,2,Sharaf DG,Red,179,18.9,yearly,4,9300,12,129
R004363,2023-07-25,Living Legends,Dubailand,25.08292,55.29072,apartment,2BR,2,997,92.6,community,fully_furnished,True,1,Al Furjan,Red,195,12.81,yearly,4,20700,20,224
R004364,2021-08-25,The Springs,Emirates Living,25.03608,55.2012,villa,3BR_villa,3,2615,242.9,marina,fully_furnished,False,2,Mashreq Bank,Red,72,19.37,yearly,2,96900,37,399
R004365,2021-12-11,Reem Mira,Reem,25.0525,55.2745,villa,3BR_villa,3,2306,214.2,sea,semi_furnished,False,3,Energy,Red,236,16.09,yearly,1,48100,20,224
R004366,2021-02-21,Majan,Dubailand,25.08257,55.27969,apartment,2BR,2,1108,102.9,city,unfurnished,True,1,Mashreq Bank,Red,144,12.76,yearly,6,10300,9,100
R004367,2025-07-17,Dubai Silicon Oasis,Dubai Silicon Oasis,25.09841,55.40004,apartment,studio,0,556,51.6,burj_khalifa,fully_furnished,False,1,Noor Bank,Red,207,16.75,yearly,12,12500,22,242
R004368,2022-06-27,Bluewaters Island,Dubai Marina,25.08383,55.12384,villa,3BR_villa,3,2658,247.0,marina,unfurnished,True,2,Danube,Red,84,19.71,yearly,2,154900,58,627
R004369,2021-04-19,Pearl Jumeira,Jumeirah,25.2287,55.24312,apartment,3BR,3,1264,117.5,burj_khalifa,fully_furnished,True,1,Salah Al Din (G),Green,125,4.71,yearly,1,73200,57,623
R004370,2023-08-05,The Springs,Emirates Living,25.06053,55.17649,villa,4BR_villa,4,3837,356.5,community,fully_furnished,True,4,Dubai Investment Park,Red,79,18.11,yearly,2,134800,35,378
R004371,2022-08-03,Dubai Festival City,Festival City,25.2359,55.3638,apartment,3BR,3,1967,182.8,community,fully_furnished,True,1,Creek,Green,7,9.97,yearly,2,47800,24,261
R004372,2023-11-14,Al Nahda,Al Nahda,25.29005,55.37425,apartment,1BR,1,668,62.0,pool,unfurnished,True,2,Stadium,Red,7,14.4,yearly,6,14700,22,237
R004373,2025-07-14,Dubai Marina,Dubai Marina,25.08262,55.13877,apartment,2BR,2,1111,103.3,community,fully_furnished,False,1,Dubai Internet City,Red,50,18.67,yearly,6,43600,39,422
R004374,2022-06-03,Dubai Studio City,Dubai Studio City,25.03326,55.23771,apartment,studio,0,390,36.2,park,fully_furnished,True,2,Emirates Towers,Red,247,18.6,yearly,6,5600,14,154
R004375,2022-03-11,Damac Hills 2,Damac Hills,24.95371,55.30405,villa,6BR_villa,6,7907,734.6,community,fully_furnished,True,2,Mall of the Emirates,Red,236,27.24,yearly,2,134800,17,183
